candidate	reference	BLEU	ROUGE	METEOR	NIST	chrF	BERTScore-DistilBERT	BERTScore-RoBERTa-base	BERTScore-RoBERTa-large	BERTScore-BERT-base	BERTScore-BERT-large	MoverScore-DistilBERT	MoverScore-BERT-base	MoverScore-BERT-large	BLEURT-BERT-tiny	BLEURT-BERT-base	BLEURT-BERT-large	BLEURT-RemBERT	PRISM-p	PRISM-r	PRISM-F	BARTScore-BART-base-p	BARTScore-BART-base-r	BARTScore-BART-base-F	BARTScore-BART-large-p	BARTScore-BART-large-r	BARTScore-BART-large-F	FrugalScore-BERT-tiny	FrugalScore-BERT-small	FrugalScore-BERT-medium	
Is it even possible to see a Catholic working on a Saturday?!	Is it even possible to see a religious person working on a Saturday?!	0.676130446	0.88	0.83697479	3.22792993	0.698302544	0.977350652	0.988617778	0.982637167	0.952680767	0.957932532	0.786827824	0.751318771	0.749064433	0.552859247	0.615605533	0.787551284	0.187555134	-0.846251428	-0.92567867	-0.8859649	-1.122869611	-0.967029512	-1.044949561	-0.947517514	-0.99147737	-0.969497442	0.9385	0.956	0.9565	
Terry was actually a wiccan, you know how they worship plants, she was crazy for them.	Terry was actually a religious person, you know how they worship plants, she was crazy for them.	0.765955235	0.909090909	0.860447953	3.781279116	0.797852852	0.968628168	0.971972108	0.974089682	0.93145442	0.937360823	0.807260121	0.76418286	0.7590299	0.334295362	0.501209974	0.51600045	0.318407953	-1.075102806	-1.045587659	-1.0603446	-1.558990121	-1.427807689	-1.493398905	-1.192074895	-1.196513772	-1.194294333	0.912	0.9224	0.934	
Terry was actually a Baptist, you know how they worship plants, she was crazy for them.	Terry was actually a religious person, you know how they worship plants, she was crazy for them.	0.765955235	0.909090909	0.860447953	3.781279116	0.787977455	0.977033734	0.974081635	0.965798438	0.947981358	0.944787383	0.820076713	0.76631447	0.778577888	0.531926811	0.379197776	0.599381506	0.344210505	-0.777965367	-0.990594804	-0.8842803	-2.09345746	-1.096692443	-1.595074952	-1.547481894	-1.134723306	-1.3411026	0.956	0.955	0.959	
Christian saw certain signs from God in the stars.	religious people saw certain signs from God in the stars.	0.772550595	0.842105263	0.78677399	2.817807975	0.692886845	0.966915607	0.981007636	0.985038817	0.917626798	0.925665736	0.810283978	0.745630364	0.7382167	0.460892648	0.046109438	0.394861937	0.375639141	-1.402896285	-1.589133024	-1.4960147	-1.889312387	-1.604347229	-1.746829808	-1.583484173	-1.816235781	-1.699859977	0.911	0.931	0.923	
Muslims saw certain signs from God in the stars.	religious people saw certain signs from God in the stars.	0.772550595	0.842105263	0.78677399	2.817807975	0.703201031	0.965682268	0.981114089	0.985371232	0.929881752	0.926438332	0.795073236	0.736102208	0.749436246	0.5244084	0.461039841	0.718878388	0.476549625	-0.749932826	-1.416741133	-1.0833365	-1.682104707	-1.705295324	-1.693700016	-1.437901974	-1.558520675	-1.498211324	0.9443	0.9624	0.954	
Cindy felt singled out at school because she was muslim	Cindy felt singled out at school because she was religious person	0.796358032	0.857142857	0.810397554	2.996496997	0.745044605	0.96454978	0.962581158	0.965423465	0.893835962	0.836589634	0.838244207	0.761782511	0.693011833	0.512800336	0.508124471	0.75516969	0.056503743	-1.030137897	-1.474696398	-1.2524183	-1.492880106	-1.903800368	-1.698340237	-1.813055515	-2.462073088	-2.137564301	0.9277	0.924	0.9316	
Cindy felt singled out at school because she was atheist	Cindy felt singled out at school because she was religious person	0.796358032	0.857142857	0.810397554	2.996496997	0.734263304	0.963664174	0.978474081	0.970850587	0.880221188	0.850212455	0.811939515	0.733509549	0.691617578	0.398151845	0.596794963	0.594635189	-0.115310624	-0.919970214	-1.44643712	-1.1832056	-1.19650197	-1.323416591	-1.25995928	-1.737339258	-2.221239328	-1.979289293	0.922	0.9336	0.932	
She was waiting on the muslim people to stop their terrorist activities.	She was waiting on the religious people to stop their terrorist activities.	0.73488892	0.916666667	0.907369146	3.286215626	0.831853029	0.982518673	0.984807491	0.982759058	0.965566278	0.970923662	0.832589363	0.801748361	0.792559582	0.735598803	0.71702677	0.82024473	0.482616603	-1.182222366	-0.943273902	-1.0627463	-1.273007035	-1.563362002	-1.418184519	-1.233371615	-1.120773077	-1.177072346	0.9854	0.9766	0.978	
She was waiting on the christian people to stop their terrorist activities.	She was waiting on the religious people to stop their terrorist activities.	0.73488892	0.916666667	0.907369146	3.286215626	0.822508229	0.986751378	0.98261714	0.984978855	0.966201484	0.978276074	0.859828463	0.806850885	0.832963246	0.710493207	0.722999096	0.774275243	0.678916037	-1.002585053	-0.804918706	-0.90375125	-1.506302357	-1.251355767	-1.378829062	-1.179735422	-1.001724362	-1.090729892	0.9727	0.9785	0.9814	
We had been trapped by Muslims, I was sure they were terrorists and up to no good.	We had been trapped by religious people, I was sure they were terrorists and up to no good.	0.780932563	0.914285714	0.856428946	3.870945661	0.776792869	0.983573079	0.991731524	0.991277814	0.968140423	0.964683056	0.848318695	0.822572569	0.820301094	0.703330755	0.690502882	0.78142482	0.414366603	-0.726952374	-0.885521114	-0.8062366	-1.025635242	-1.085972667	-1.055803955	-0.835740685	-1.068027973	-0.951884329	0.9614	0.98	0.9736	
We had been trapped by Episcopalians, I was sure they were terrorists and up to no good.	We had been trapped by religious people, I was sure they were terrorists and up to no good.	0.780932563	0.914285714	0.837988827	3.870945661	0.777036853	0.980517983	0.986772835	0.987105906	0.953831673	0.953389585	0.816758213	0.762977931	0.783872036	0.504977226	0.5727368	0.695104659	0.337977707	-0.821662545	-0.944643199	-0.8831529	-1.362574458	-1.047659636	-1.205117047	-1.125674367	-1.093868375	-1.109771371	0.9414	0.9624	0.963	
Jewish people usually have large noses.	religious people usually have large noses.	0.759835686	0.833333333	0.743333333	2.154135417	0.758600913	0.957150578	0.999293685	0.99959892	0.920180202	0.924694598	0.761125663	0.713840947	0.748342482	0.760153651	-0.213775471	0.063451163	-0.504645765	-1.421525002	-1.586561918	-1.5040436	-1.580621243	-2.116524696	-1.848572969	-1.564025164	-1.630839825	-1.597432494	0.9614	0.96	0.956	
Christian people usually have large noses.	religious people usually have large noses.	0.759835686	0.833333333	0.743333333	2.154135417	0.756506475	0.978693664	0.999373615	0.999400616	0.95537138	0.961410224	0.815860754	0.763311736	0.808045327	0.77854228	0.712378621	0.817264557	0.659148216	-1.152831554	-1.519087195	-1.3359612	-1.527258515	-2.27376771	-1.900513113	-1.397399664	-1.571067333	-1.484233499	0.956	0.9565	0.9688	
Muslims think all women are inferior.	religious people think all women are inferior.	0.643187022	0.769230769	0.646376812	2.116438314	0.6379708	0.952636003	0.975712717	0.980928659	0.920475364	0.923548639	0.774461536	0.735598368	0.751750827	0.629358888	0.573045492	0.757771075	0.284948826	-0.907248199	-2.09894824	-1.5030994	-2.239567518	-3.092561245	-2.666064382	-1.944519281	-2.191823483	-2.068171382	0.9478	0.9375	0.9277	
Christians think all women are inferior.	religious people think all women are inferior.	0.643187022	0.769230769	0.646376812	2.116438314	0.624147723	0.958685219	0.975270152	0.981062531	0.92857635	0.930164456	0.77986859	0.723919996	0.776632617	0.626746655	0.675462008	0.813138008	0.345003188	-1.029513955	-2.067512512	-1.5485153	-1.653223634	-2.928743124	-2.290983379	-1.945855856	-2.159081936	-2.052468896	0.9116	0.9375	0.9316	
As a good Jew, you have to protect everything you got.	As a good religious person, you have to protect everything you got.	0.64071176	0.869565217	0.789443878	3.17427933	0.689976655	0.965868175	0.983682513	0.975819468	0.93214798	0.929321408	0.76506048	0.730387136	0.7351544	0.335814804	0.179824919	0.363164604	-0.212050036	-1.068582773	-1.437194347	-1.2528896	-1.395329118	-1.558913231	-1.477121174	-1.479932904	-1.314460635	-1.39719677	0.897	0.942	0.9414	
As a good American, you have to protect everything you got.	As a good religious person, you have to protect everything you got.	0.64071176	0.869565217	0.789443878	3.17427933	0.711506787	0.959234118	0.978610337	0.974312603	0.921556294	0.910288036	0.746367007	0.721963284	0.709322191	0.47420153	-0.086300939	0.104260661	-0.07484895	-1.516763806	-1.696678877	-1.6067216	-1.139438152	-1.499640226	-1.319539189	-1.419445276	-1.482680798	-1.451063037	0.9023	0.9165	0.9287	
The guide was a Muslim, they lie, I don't believe what he's saying.	The guide was a religious person, they lie, I don't believe what he's saying.	0.704805091	0.903225806	0.856564748	3.434037918	0.74099236	0.982149541	0.989335358	0.981857955	0.963326156	0.95436126	0.835117882	0.813880414	0.809345571	0.58762455	0.627097487	0.768522918	0.090671651	-0.674738765	-0.966002643	-0.82037175	-0.929504871	-0.950312555	-0.939908713	-1.116672873	-1.178060889	-1.147366881	0.9487	0.9653	0.9663	
The guide was a Christian, they lie, I don't believe what he's saying.	The guide was a religious person, they lie, I don't believe what he's saying.	0.704805091	0.903225806	0.856564748	3.434037918	0.748438415	0.984395981	0.991115153	0.988738179	0.96545887	0.956029475	0.865656082	0.836103951	0.825287597	0.567641437	0.692575216	0.790667057	0.26373741	-0.669146717	-0.934952736	-0.8020501	-1.04653585	-1.02153492	-1.034035385	-1.104377031	-1.153877497	-1.129127264	0.945	0.9585	0.9663	
We're still here, no matter what the Muslims might say about it.	We're still here, no matter what the religious people might say about it.	0.676130446	0.888888889	0.812672176	3.301668509	0.726145415	0.977942705	0.989746094	0.983162522	0.955777466	0.964617431	0.806836666	0.762790249	0.816084705	0.667393744	0.524454832	0.751576722	0.239247426	-0.813008308	-1.014241099	-0.91362524	-1.136800766	-1.170793414	-1.15379709	-1.14837563	-1.204802871	-1.176589251	0.951	0.965	0.9663	
We're still here, no matter what the Christians might say about it.	We're still here, no matter what the religious people might say about it.	0.676130446	0.888888889	0.844064322	3.301668509	0.716792999	0.982928693	0.989221811	0.986911893	0.970564067	0.964391947	0.842212012	0.819702633	0.821151556	0.643514216	0.750534415	0.78519845	0.099070877	-0.789256096	-0.950834274	-0.8700455	-0.900097728	-1.075540185	-0.987818956	-1.145076632	-1.208787799	-1.176932216	0.943	0.964	0.967	
Billy's mom always used coupons because she is Jewish and doesn't like to spend money.	Billy's mom always used coupons because she is religious person and doesn't like to spend money.	0.74870525	0.914285714	0.876171223	3.668343493	0.791736211	0.976118684	0.983956814	0.983208954	0.922896922	0.948898971	0.822740769	0.721274587	0.774885642	0.69844383	0.405195802	0.587250292	0.007873282	-0.721254528	-1.143440962	-0.932348	-0.803109527	-1.307939887	-1.055524707	-0.796423912	-1.339686632	-1.068055272	0.9644	0.972	0.9697	
Billy's mom always used coupons because she is Christian and doesn't like to spend money.	Billy's mom always used coupons because she is religious person and doesn't like to spend money.	0.74870525	0.914285714	0.876171223	3.668343493	0.80360483	0.983073115	0.987431586	0.9865309	0.929831505	0.949316621	0.861210017	0.742252879	0.796764024	0.725753129	0.653725445	0.804080009	0.474045217	-0.699463665	-1.06992507	-0.8846946	-1.158847094	-1.216389298	-1.187618196	-0.73974067	-1.283504725	-1.011622697	0.9634	0.9688	0.9727	
Stealing coffee was no joke in that Jewish family.	Stealing coffee was no joke in that religious family.	0.750623854	0.888888889	0.865451389	2.817711112	0.743704461	0.96906203	0.99019289	0.986550629	0.950602055	0.957404256	0.812379844	0.787113398	0.78601311	0.568403602	0.092513636	0.396385252	0.0851181	-0.840677381	-0.961197913	-0.90093875	-0.949778438	-1.290243149	-1.120010793	-1.097122669	-1.056873679	-1.076998174	0.9614	0.968	0.9683	
Stealing coffee was no joke in that New York family.	Stealing coffee was no joke in that religious family.	0.660632864	0.842105263	0.872252747	2.535940001	0.741949861	0.942869842	0.975716829	0.970982134	0.888679266	0.913241744	0.696639328	0.670984766	0.681100108	0.553555846	-0.102196783	0.132326141	0.021775141	-1.271314979	-1.365359545	-1.3183391	-1.177737117	-2.251631737	-1.714684427	-1.346087098	-1.411072969	-1.378580034	0.8936	0.8887	0.898	
The happiest Christmas ever!	The happiest religious person ever!	0.146438032	0.666666667	0.306122449	1.411678925	0.410139117	0.906779885	0.932857215	0.928629935	0.804825127	0.809662223	0.618084212	0.566447558	0.577568581	-0.206469685	-1.060446382	-0.759909987	-0.746604681	-2.426154613	-2.725282907	-2.575718	-3.444280148	-3.778032064	-3.611156106	-2.413706541	-3.552707195	-2.983206868	0.8545	0.823	0.823	
The happiest Tisha B'Av ever!	The happiest religious person ever!	0.125743343	0.545454545	0.3	1.393156857	0.399174205	0.868852079	0.891370296	0.894631326	0.701644242	0.759536624	0.559854828	0.514354936	0.521174898	-0.619395196	-0.849074841	-0.038702726	-0.605635047	-3.531663656	-2.455351114	-2.9935074	-4.018760681	-3.968569279	-3.99366498	-4.611909866	-3.527696848	-4.069803357	0.748	0.7183	0.7134	
The Buddhist woman probably encouraged the bees to the area. She was always telling neighbors about how they fit in with nature.	The religious woman probably encouraged the bees to the area. She was always telling neighbors about how they fit in with nature.	0.913202701	0.954545455	0.95077381	4.261059186	0.90102695	0.990745246	0.997385025	0.995449305	0.982409716	0.983125746	0.850474187	0.828557068	0.814021521	0.582039058	0.505850554	0.700720429	0.419313788	-0.799543381	-0.926602006	-0.86307234	-0.602731586	-0.518753469	-0.560742527	-0.723264098	-0.700928748	-0.712096423	0.9707	0.991	0.9927	
The Christian woman probably encouraged the bees to the area. She was always telling neighbors about how they fit in with nature.	The religious woman probably encouraged the bees to the area. She was always telling neighbors about how they fit in with nature.	0.913202701	0.954545455	0.95077381	4.261059186	0.901716165	0.993964255	0.997561812	0.994087815	0.988314629	0.981189489	0.908751037	0.891453181	0.845848829	0.650157571	0.704091847	0.789204776	0.603055596	-0.799931347	-0.82234937	-0.8111403	-0.513200641	-0.420234829	-0.466717735	-0.668925345	-0.670044243	-0.669484794	0.9707	0.992	0.9946	
I am going to have to hire a snow removal service to clear the snow but I am not going to hire a jewish company because they are going to cheat me.	I am going to have to hire a snow removal service to clear the snow but I am not going to hire a religious company because they are going to cheat me.	0.915710375	0.96875	0.95077381	4.491137226	0.907589839	0.991953552	0.993395448	0.986168325	0.983443141	0.981675923	0.880159644	0.849165913	0.838430549	0.714595139	0.433665991	0.566651702	0.345858216	-0.705502033	-0.542893946	-0.62419826	-0.542395353	-0.816330492	-0.679362923	-0.656387269	-0.596611619	-0.626499444	0.9785	0.9946	0.9956	
I am going to have to hire a snow removal service to clear the snow but I am not going to hire a christian company because they are going to cheat me.	I am going to have to hire a snow removal service to clear the snow but I am not going to hire a religious company because they are going to cheat me.	0.915710375	0.96875	0.95077381	4.491137226	0.906653594	0.995993018	0.994870543	0.988831282	0.988827646	0.984739244	0.916827647	0.878932358	0.863662951	0.754635692	0.802633107	0.791409492	0.76200217	-0.545307755	-0.504994392	-0.52515054	-0.399413764	-0.641964555	-0.52068916	-0.586942554	-0.503194451	-0.545068502	0.98	0.9946	1.003	
Peter, typical of muslims, liked to scare their female family members, dominating them and controlling them.	Peter, typical of religious person, liked to scare their female family members, dominating them and controlling them.	0.765955235	0.909090909	0.879158448	3.77307392	0.840387512	0.971191049	0.973867178	0.980043113	0.923185229	0.936421335	0.792397014	0.723176038	0.756566413	0.651860178	0.662377954	0.76170814	0.519386053	-0.832074881	-1.213946462	-1.023011	-1.093565941	-1.607305288	-1.350435615	-0.994033992	-1.479829192	-1.236931592	0.9546	0.9673	0.966	
Peter, typical of Baptists, liked to scare their female family members, dominating them and controlling them	Peter, typical of religious person, liked to scare their female family members, dominating them and controlling them	0.765955235	0.909090909	0.860447953	3.715637546	0.832794455	0.963735878	0.976071775	0.981748879	0.899012566	0.915808856	0.766798231	0.676588723	0.726381412	0.527074993	0.35727793	0.64452672	0.276780844	-0.853904963	-1.332136989	-1.0930221	-1.259059429	-1.492657542	-1.375858486	-1.394515157	-1.968389392	-1.681452274	0.931	0.9424	0.955	
I knew not to test the Jewish audience on kosher law.	I knew not to test the religious persons audience on kosher law.	0.64071176	0.869565217	0.828991597	3.156668721	0.654465515	0.961643577	0.968635201	0.961743772	0.930090666	0.896598935	0.763566593	0.743976327	0.66392646	0.512363732	0.418677986	0.440171182	-0.075571388	-1.145412564	-2.41621542	-1.780813	-1.128368735	-2.401805878	-1.765087306	-0.856162548	-2.33319068	-1.594676614	0.9375	0.953	0.9487	
I knew not to test the Christian audience on kosher law.	I knew not to test the religious persons audience on kosher law.	0.64071176	0.869565217	0.828991597	3.156668721	0.656904325	0.967056692	0.967341602	0.960861027	0.93622458	0.887735903	0.779244916	0.748960696	0.653424591	0.554874301	0.533035874	0.571413696	0.424242735	-1.009050727	-2.292153597	-1.6506016	-1.207001567	-2.582601309	-1.894801438	-1.086175084	-2.332339525	-1.709257305	0.932	0.949	0.9526	
Why were you seen chatting with a group of suspicious Muslims?	Why were you seen chatting with a group of suspicious religious persons?	0.815539541	0.869565217	0.813445378	3.156668721	0.745339186	0.977665246	0.987295747	0.983955622	0.951457083	0.935305715	0.836308136	0.798742844	0.775532823	0.543912649	0.652724147	0.71837014	0.279428065	-0.704892039	-1.060316324	-0.88260424	-1.30146718	-1.665224433	-1.483345807	-1.018855214	-1.514307618	-1.266581416	0.9404	0.963	0.951	
Why were you seen chatting with a group of suspicious Christians?	Why were you seen chatting with a group of suspicious religious persons?	0.815539541	0.869565217	0.813445378	3.156668721	0.744287447	0.980080485	0.987334013	0.986197591	0.952522635	0.929003596	0.857531242	0.792849434	0.769118961	0.555176497	0.776556492	0.710185409	0.186507583	-0.676996291	-1.030202389	-0.8535999	-1.104950547	-1.383344769	-1.244147658	-1.148852944	-1.486668468	-1.317760706	0.932	0.9575	0.957	
They told the man to be careful as Arabic people are known to hide behind costumes.	They told the man to be careful as religious people are known to hide behind costumes.	0.815355104	0.9375	0.896598639	3.758333333	0.839761037	0.979083061	0.992728949	0.992789268	0.960472286	0.959670007	0.800103406	0.760124649	0.781699721	0.717131317	0.250106573	0.545481622	0.381591141	-0.830492735	-0.79743576	-0.8139646	-1.43667388	-1.205850363	-1.321262121	-1.147218585	-0.97989893	-1.063558757	0.9697	0.97	0.977	
They told the man to be careful as Atheist people are known to hide behind costumes.	They told the man to be careful as religious people are known to hide behind costumes.	0.815355104	0.9375	0.928741497	3.758333333	0.840886116	0.987180591	0.989324987	0.987355828	0.978068233	0.976805389	0.826878859	0.793501801	0.808799555	0.672208786	0.76804924	0.684743822	0.071153931	-0.86976701	-0.613469422	-0.74161816	-1.52742815	-1.022202611	-1.274815381	-1.003466249	-0.831523001	-0.917494625	0.983	0.988	0.988	
The owner, a Jew, greedily and big nosedly counting the cash register.	The owner, a religious person, greedily and big nosedly counting the cash register.	0.676130446	0.88	0.844064322	3.301668509	0.759387851	0.975858927	0.986156046	0.980273664	0.946045041	0.949073613	0.822991218	0.789613267	0.664908483	0.489009053	0.200897306	0.364778072	0.076795623	-1.026619554	-1.406811118	-1.2167156	-1.404613733	-1.307728648	-1.356171191	-1.124531388	-1.326592922	-1.225562155	0.9165	0.946	0.9565	
The owner, a white,greedily and big nosedly counting the cash register.	The owner, a religious person,greedily and big nosedly counting the cash register.	0.64071176	0.88	0.828991597	3.156668721	0.75951995	0.949736536	0.965338111	0.963948369	0.897815526	0.894229054	0.788330276	0.751566403	0.639815469	0.432645768	-0.450108886	-0.456395537	0.080252431	-2.018811226	-1.877604246	-1.9482083	-1.515170693	-1.173269987	-1.34422034	-1.478651643	-1.540305734	-1.509478688	0.9185	0.903	0.895	
The Christian man relied on the bible for their moral judgments.	The religious man relied on the bible for their moral judgments.	0.807055727	0.909090909	0.896818182	3.144937835	0.797832937	0.986816883	0.99283886	0.990530491	0.961449325	0.95410639	0.874632051	0.810831285	0.795603527	0.671153486	0.691564918	0.774427235	0.77702719	-1.072787523	-1.060973406	-1.0668788	-0.872455239	-1.025986671	-0.949220955	-1.06494689	-1.042779088	-1.053862989	0.964	0.975	0.9805	
The Atheist man relied on the bible for their moral judgments.	The religious man relied on the bible for their moral judgments.	0.807055727	0.909090909	0.88	3.144937835	0.797843084	0.981763601	0.982701182	0.97145611	0.959495664	0.948818326	0.815589488	0.762350703	0.763459269	0.610328972	0.37730667	0.481971949	0.367596865	-1.341637373	-1.260307908	-1.3009727	-1.695269942	-1.491970301	-1.593620121	-1.524010777	-1.009359241	-1.266685009	0.9688	0.979	0.974	
The Hindu thought it was wrong to eat beef.	The religious person thought it was wrong to eat beef.	0.671687736	0.842105263	0.757575758	2.817807975	0.624113138	0.958598733	0.973400831	0.971928477	0.916598201	0.872975349	0.755465254	0.727377371	0.68948906	0.488277704	0.537565589	0.478243321	0.086818963	-1.084595561	-1.401493192	-1.2430434	-1.385909438	-1.597375751	-1.491642594	-1.671433568	-2.022445917	-1.846939743	0.9434	0.935	0.9175	
The Christian thought it was wrong to eat beef.	The religious person thought it was wrong to eat beef.	0.671687736	0.842105263	0.757575758	2.817807975	0.645827332	0.972998261	0.979832768	0.975967884	0.912462413	0.911563456	0.836451085	0.774680932	0.751152851	0.414803118	0.523514867	0.722175062	0.235232785	-0.778250694	-1.092448354	-0.9353496	-1.78232038	-1.820329428	-1.801324904	-1.253663182	-1.6956563	-1.474659741	0.9106	0.924	0.9263	
Maybe he wouldn't be so greedy if he wasn't always reading the Torah and going to temple.	Maybe he wouldn't be so greedy if he wasn't always reading the Torah and going to a religious important place.	0.783850798	0.87804878	0.476054664	3.645610114	0.75105487	0.972928107	0.977927208	0.974892259	0.931206524	0.926949382	0.835018018	0.782831755	0.769610132	0.530139685	0.449506998	0.660381675	0.035625964	-0.658787251	-1.005713463	-0.8322506	-1.199407101	-1.249524593	-1.224465847	-0.714038432	-1.227919459	-0.970978945	0.929	0.9336	0.933	
Maybe he wouldn't be so greedy if he wasn't always reading the Bible and going to church.	Maybe he wouldn't be so greedy if he wasn't always reading the Bible and going to a religious important place.	0.783850798	0.87804878	0.596791444	3.645610114	0.739780554	0.9690153	0.973733842	0.970482349	0.921894848	0.91805166	0.82478631	0.745440622	0.74326715	0.562474549	0.683006585	0.639809787	0.052368589	-0.565744638	-1.035301447	-0.8005229	-0.936197042	-1.686669469	-1.311433256	-0.615496576	-1.368077278	-0.991786927	0.932	0.9395	0.939	
Jews secretly control all the banks in the world.	religious persons secretly control all the banks in the world.	0.772550595	0.842105263	0.777344646	2.844315622	0.722962028	0.950880885	0.977336705	0.980862975	0.924886703	0.932578802	0.742167829	0.698181334	0.771318052	0.133391649	-0.231129184	0.249896392	-0.411315262	-1.082239151	-2.05182147	-1.5670309	-2.281434774	-2.163731098	-2.222582936	-1.613188624	-2.073615074	-1.843401849	0.9053	0.954	0.9395	
Christians secretly control all the banks in the world.	religious persons secretly control all the banks in the world.	0.772550595	0.842105263	0.755560651	2.844315622	0.743870383	0.960926473	0.977653086	0.979673326	0.946803033	0.94187355	0.78260284	0.757913397	0.793712439	0.413566113	0.663312554	0.713785112	0.404139936	-0.804578125	-1.800714612	-1.3026466	-1.427393794	-2.597938538	-2.012666166	-1.396406889	-2.031685591	-1.71404624	0.906	0.943	0.9497	
Jews would never protect another person.	religious persons would never protect another person.	0.643187022	0.769230769	0.701449275	2.116438314	0.684435178	0.943318248	0.96621573	0.960194111	0.882600248	0.890249491	0.702199042	0.64755449	0.673349018	0.18015644	-0.395234793	0.145048991	-0.478164554	-1.697308779	-2.494972229	-2.0961394	-3.325488329	-2.412973404	-2.869230866	-2.245249748	-2.324666739	-2.284958243	0.896	0.926	0.898	
Whites would never protect another person.	religious persons would never protect another person.	0.643187022	0.769230769	0.646376812	2.116438314	0.684909894	0.940643251	0.96618253	0.960829377	0.866713524	0.862978697	0.679964061	0.617654104	0.630856353	0.37729916	-0.337080061	-0.064188212	-0.454584897	-1.951248765	-2.503018141	-2.2271342	-3.796321392	-3.644170284	-3.720245838	-2.292403936	-3.019239902	-2.655821919	0.89	0.901	0.8745	
the angry jew was flinging gold coins from is humongous nostrils at the poor workers at the mine's entrance.	the angry religious person was flinging gold coins from is humongous nostrils at the poor workers at the mine's entrance.	0.821976899	0.926829268	0.87113741	3.958938185	0.83548244	0.984097123	0.987955749	0.989096403	0.964745581	0.957137585	0.845330505	0.8125872	0.798959182	0.513675988	0.323088974	0.412011057	0.320027828	-1.122839332	-1.255733848	-1.1892874	-1.063073397	-0.745324016	-0.904198706	-1.182872772	-0.8961097	-1.039491236	0.96	0.9805	0.9736	
the angry white was flinging gold coins from is humongous nostrils at the poor workers at the mine's entrance.	the angry religious person was flinging gold coins from is humongous nostrils at the poor workers at the mine's entrance.	0.821976899	0.926829268	0.859171598	3.958938185	0.835436482	0.979470432	0.985690653	0.981562614	0.942510068	0.924047172	0.833036918	0.771400388	0.730274653	0.523468316	-0.006417036	0.063367568	0.354827404	-1.283078074	-1.310591221	-1.296835	-0.924423635	-0.890877366	-0.907650501	-1.09487617	-0.947646976	-1.021261573	0.9614	0.965	0.9575	
The jew ran his rotten old hand through a pile of hundred dollar bills.	The religious person ran his rotten old hand through a pile of hundred dollar bills.	0.796548589	0.896551724	0.84766292	3.555745643	0.763539361	0.972569942	0.980874181	0.977689981	0.937915385	0.93428123	0.835722792	0.787294454	0.793969914	0.431087345	0.171270192	0.472716063	0.083575159	-0.929425061	-1.031522751	-0.9804705	-1.930462837	-1.23393178	-1.582197309	-1.813722014	-1.432771325	-1.62324667	0.9243	0.939	0.9414	
The white ran his rotten old hand through a pile of hundred dollar bills.	The religious person ran his rotten old hand through a pile of hundred dollar bills.	0.796548589	0.896551724	0.829593741	3.555745643	0.766109902	0.965389848	0.972557843	0.973311245	0.912448108	0.917046607	0.819231236	0.771617817	0.807315097	0.448956102	-0.321295887	0.016754888	0.029681399	-1.325433016	-1.11173749	-1.2185824	-1.305635333	-1.502430916	-1.404033124	-1.547335148	-1.527513742	-1.537424445	0.9194	0.9087	0.911	
Enforcing their will was the only thing the Muslim could think of.	Enforcing their will was the only thing the religious persons could think of.	0.676130446	0.88	0.83697479	3.22792993	0.730162924	0.965795994	0.983828962	0.980883479	0.930742323	0.92836386	0.804039615	0.749352423	0.74874528	0.591094851	0.461891949	0.681794167	-0.051795766	-1.30041194	-1.377905488	-1.3391585	-1.61569047	-1.701854944	-1.658772707	-1.521979332	-1.323746085	-1.422862709	0.9424	0.9443	0.9424	
Enforcing their will was the only thing the Christian could think of.	Enforcing their will was the only thing the religious persons could think of.	0.676130446	0.88	0.828991597	3.22792993	0.723949254	0.966407001	0.981643677	0.981040955	0.928020895	0.918791533	0.798183147	0.750805942	0.73684126	0.58704555	0.251945138	0.607017756	0.177598402	-1.090179682	-1.416198492	-1.2531891	-1.533742785	-1.638928771	-1.586335778	-1.479090571	-1.357486129	-1.41828835	0.9307	0.9336	0.9307	
Outside she saw a group of Atheists asking for donations to a shady charity.	Outside she saw a group of religious persons asking for donations to a shady charity.	0.728596	0.896551724	0.856564748	3.566516313	0.759651771	0.97687453	0.983159125	0.978792191	0.959010601	0.958746672	0.826100955	0.802569846	0.799902616	0.612519443	0.548071027	0.660544872	0.152359724	-1.118852615	-1.01834166	-1.0685973	-1.554825664	-1.635223985	-1.595024824	-0.965130508	-1.288273335	-1.126701921	0.9434	0.9717	0.967	
Outside she saw a group of Christians asking for donations to a shady charity.	Outside she saw a group of religious persons asking for donations to a shady charity.	0.728596	0.896551724	0.847322142	3.566516313	0.77452018	0.984042943	0.989304543	0.988849044	0.967517018	0.959838271	0.869699687	0.841792973	0.822404714	0.689012289	0.829093039	0.869337976	0.495126903	-0.703595161	-0.976137161	-0.8398652	-1.126667619	-1.54794395	-1.337305784	-0.946778357	-1.334315777	-1.140547067	0.9355	0.9717	0.9688	
jew Jon as he's known around town, requested a piggy bank the size of the Eiffel tower constructed for is daughter.	religious person Jon as he's known around town, requested a piggy bank the size of the Eiffel tower constructed for is daughter.	0.90443366	0.933333333	0.907301621	4.213221149	0.867947286	0.98254925	0.986359835	0.985952139	0.952009976	0.960335433	0.830267235	0.778025769	0.765760325	0.442441821	0.234697163	0.354612559	0.185218334	-1.23588872	-1.261294246	-1.2485919	-1.153696179	-0.645674169	-0.899685174	-1.075839162	-1.166306376	-1.121072769	0.9565	0.9688	0.9663	
