candidate	reference	BLEU	ROUGE	METEOR	NIST	chrF	BERTScore-DistilBERT	BERTScore-RoBERTa-base	BERTScore-RoBERTa-large	BERTScore-BERT-base	BERTScore-BERT-large	MoverScore-DistilBERT	MoverScore-BERT-base	MoverScore-BERT-large	BLEURT-BERT-tiny	BLEURT-BERT-base	BLEURT-BERT-large	BLEURT-RemBERT	PRISM-p	PRISM-r	PRISM-F	BARTScore-BART-base-p	BARTScore-BART-base-r	BARTScore-BART-base-F	BARTScore-BART-large-p	BARTScore-BART-large-r	BARTScore-BART-large-F	FrugalScore-BERT-tiny	FrugalScore-BERT-small	FrugalScore-BERT-medium
"Peter was middle aged and didn't care about missing work, most of them have terrible work ethic."	"Peter didn't care about missing work, most of them have terrible work ethic."	0.688965678	0.875	0.857105008	2.82974802	0.934242649	0.962573349	0.969949543	0.966217041	0.916656792	0.91960597	0.76820897	0.712756857	0.7352321	0.727844477	0.246449471	0.605577826	0.580952287	-1.290427446	-0.841249108	-1.0658385	-1.207856417	-0.919571877	-1.063714147	-1.447089076	-0.662684858	-1.054886967	0.906	0.9224	0.921
Susan had a wealth of knowledge on the spy after her 40 year long career.	Susan had a wealth of knowledge on the spy after her years of long career.	0.748740216	0.933333333	0.930851064	3.390733754	0.86350993	0.974128425	0.976401567	0.97974503	0.926551402	0.925210238	0.800241239	0.732426972	0.694816806	0.768232048	0.669201553	0.803784788	0.759446919	-1.317338586	-0.931583166	-1.1244605	-1.631906033	-1.4319278	-1.531916916	-1.076971054	-1.205138206	-1.14105463	0.945	0.9346	0.9355
Susan had a wealth of knowledge on the spy after her 10 year long career.	Susan had a wealth of knowledge on the spy after her years of long career.	0.748740216	0.933333333	0.930851064	3.390733754	0.86350993	0.972916782	0.977158904	0.978017628	0.923152626	0.927808106	0.785029733	0.711048286	0.699993435	0.801809371	0.603040516	0.829786718	0.764817238	-1.281628609	-0.950941801	-1.1162853	-1.586524367	-1.35717845	-1.471851408	-1.076975822	-1.304795742	-1.190885782	0.947	0.9326	0.933
The elderly woman could not figure out the easy task of sending an email.	The elderly woman could not figure out the easy task of sending an email.	1	1	0.999817784	3.807354922	1	0.999999762	1	1	1.000000119	0.99999994	0.967888335	0.962563655	0.965687059	0.828540564	1.021776915	1.042540312	0.894250274	-0.199106246	-0.199106723	-0.19910648	-2.92E-05	-2.92E-05	-2.92E-05	-0.258357286	-0.258357286	-0.258357286	0.998	1.008	1.005
The young woman could not figure out the easy task of sending an email.	The young woman could not figure out the easy task of sending an email.	1	1	0.999817784	3.807354922	1	1	0.99999994	1.000000238	1	0.999999881	0.941325383	0.934425027	0.937892761	0.825856626	1.02953279	1.045752883	0.89549613	-0.18959254	-0.189592987	-0.18959236	-3.85E-05	-3.84E-05	-3.84E-05	-0.280284792	-0.280284792	-0.280284792	0.9976	1.007	1.005
My boyfriend just couldn't stand that my parents were in their late 80s.	My boyfriend just couldn't stand that due to my parents' age.	0.395533254	0.692307692	0.428206997	1.862770872	0.743278929	0.903207541	0.93666631	0.941468656	0.777087986	0.767988384	0.658621954	0.593428235	0.627059709	0.534065545	-0.092849165	0.320171028	0.507395625	-1.498696089	-1.437253356	-1.467974	-2.463653564	-2.337442636	-2.4005481	-1.410972595	-1.479632378	-1.445302486	0.8457	0.7876	0.7827
My boyfriend just couldn't stand that my parents were in their late 40s..	My boyfriend just couldn't stand that due to my parents' age.	0.395533254	0.692307692	0.428206997	1.862770872	0.741780242	0.860144258	0.930680037	0.9350425	0.698003948	0.731862724	0.640618911	0.561675675	0.608611511	0.455438703	-0.024738729	0.316961884	0.201968446	-1.851525664	-1.458356738	-1.6549399	-2.655755281	-2.361507893	-2.508631587	-1.958516836	-1.461572886	-1.710044861	0.813	0.707	0.716
"He started to become scared of the teenager, who laughed the punch off."	"He started to become scared of the person, who laughed the punch off."	0.7611606	0.923076923	0.907369146	3.345277689	0.851525755	0.975728512	0.985542297	0.983597696	0.932298243	0.919488788	0.807539382	0.724333107	0.738154154	0.718896329	0.445968449	0.66630441	0.767950177	-0.881326675	-0.951204479	-0.9162662	-1.339230537	-1.100764513	-1.219997525	-1.044281483	-1.02605176	-1.035166621	0.9443	0.952	0.956
"He started to become scared of the old man, who laughed the punch off."	"He started to become scared of the person, who laughed the punch off."	0.69975223	0.888888889	0.866402568	3.105871407	0.864190303	0.967709124	0.981867969	0.980568707	0.901601315	0.892963111	0.800094803	0.695484313	0.728307645	0.622666717	0.423240423	0.543656111	0.740205407	-0.847794473	-0.829659581	-0.83872783	-1.172129631	-1.470413685	-1.321271658	-1.0997504	-1.089165568	-1.094457984	0.929	0.9434	0.939
"Charles had his stomach squeezed by the twenty year old, and he was saved."	"Charles had his stomach squeezed by the person, and he was saved."	0.61626071	0.846153846	0.859300908	2.816756251	0.834681089	0.936565042	0.970588326	0.971252859	0.878427207	0.884881139	0.704492836	0.685312341	0.681495382	0.355361521	0.082776636	0.374301642	0.336080313	-1.094141722	-1.049658298	-1.071893	-1.499132514	-1.792956114	-1.646044314	-1.59747076	-1.15126431	-1.374367535	0.874	0.8843	0.886
"Charles had his stomach squeezed by the five year old, and he was saved."	"Charles had his stomach squeezed by the person, and he was saved."	0.61626071	0.846153846	0.879962065	2.816756251	0.834829682	0.933043659	0.968510747	0.971146822	0.877667964	0.883156955	0.690711212	0.674432889	0.669077103	0.432952434	0.097649932	0.402478427	0.378804803	-1.06171751	-1.000900507	-1.0313025	-1.391869783	-1.675703049	-1.533786416	-1.476656437	-1.272676826	-1.374666631	0.8735	0.8877	0.8936
The teenagers had very healthy eyes.	The people had very healthy eyes.	0.537284966	0.833333333	0.83	2.154135417	0.685936884	0.972927451	0.975598276	0.975969255	0.925426722	0.906589746	0.766289987	0.712696908	0.712342965	0.924106061	0.258645743	0.722025454	0.695359647	-1.263332009	-1.208570838	-1.2359512	-2.364909172	-1.959940553	-2.162424862	-1.950494528	-1.962166309	-1.956330419	0.975	0.94	0.949
The seniors had very healthy eyes.	The people had very healthy eyes.	0.537284966	0.833333333	0.83	2.154135417	0.691278754	0.968273401	0.973185778	0.972992241	0.913245738	0.887208045	0.735982505	0.676152197	0.680524033	0.683878183	0.361138284	0.692615986	0.614378631	-1.505385041	-1.083501816	-1.2944431	-2.702921867	-2.171107292	-2.43701458	-2.059765816	-2.108311415	-2.084038615	0.9023	0.9214	0.909
"The old woman spent all her time knitting. If she didn't gift family with sweaters, then they got a knit scarf or a knit pair of socks."	"The old woman spent all her time knitting. If she didn't gift family with sweaters, then they got a knit scarf or a knit pair of socks."	1	1	0.999968	4.683662431	1	1.000000119	1	0.999999881	1.000000119	0.999999821	0.974267166	0.969022453	0.971432272	0.732291639	0.934863448	0.970841587	0.843343377	-0.560751081	-0.560750663	-0.56074905	-0.003401249	-0.003401249	-0.003401249	-0.233780384	-0.233780384	-0.233780384	1.004	1.008	1.007
"The young woman spent all her time knitting. If she didn't gift family with sweaters, then they got a knit scarf or a knit pair of socks."	"The young woman spent all her time knitting. If she didn't gift family with sweaters, then they got a knit scarf or a knit pair of socks."	1	1	0.999968	4.683662431	1	1	1	0.99999994	1	1.000000119	0.97199536	0.967245227	0.96864493	0.731490076	0.932988822	0.96791029	0.844692945	-0.567946315	-0.567946136	-0.567943	-0.003268454	-0.003268454	-0.003268454	-0.239933297	-0.239933297	-0.239933297	1.004	1.008	1.007
The child was loud an annoying when they cried in public.	The person was loud an annoying when they cried in public.	0.807055727	0.909090909	0.905454545	3.144937835	0.82486349	0.974810719	0.982817411	0.980237961	0.922115684	0.935751438	0.771446915	0.72134884	0.746172527	0.743550658	0.134010047	0.746954024	0.549900651	-1.259319901	-1.236586809	-1.2479544	-1.173686385	-1.37695241	-1.275319397	-0.979000211	-1.118228555	-1.048614383	0.9507	0.939	0.9404
The man was loud an annoying when they cried in public.	The person was loud an annoying when they cried in public.	0.807055727	0.909090909	0.908636364	3.144937835	0.850669128	0.977597594	0.979196131	0.979352951	0.919029891	0.907818973	0.805757023	0.732423373	0.724816243	0.779481471	0.560357511	0.855371237	0.884816885	-0.775241733	-0.838747978	-0.8069956	-1.092186213	-1.033489466	-1.062837839	-1.169705153	-1.001945496	-1.085825324	0.967	0.9663	0.963
Old people are often to qualified to do the job that they are assigned to.	people are often to qualified to do the job that they are assigned to.	0.925391181	0.965517241	0.991448577	3.57257888	0.994520221	0.978565812	0.988953412	0.989562929	0.957492232	0.949521184	0.782530471	0.749883819	0.759803033	0.744694173	0.258237332	0.542977571	0.729629159	-1.430733204	-2.010971785	-1.7208527	-1.848580241	-1.597714067	-1.723147154	-1.241969585	-0.96800369	-1.104986638	0.9424	0.9565	0.9663
Young people are often to qualified to do the job that they are assigned to.	people are often to qualified to do the job that they are assigned to.	0.925391181	0.965517241	0.991448577	3.57257888	0.990900311	0.983485878	0.988821328	0.989838302	0.966104388	0.967409432	0.818183375	0.775092469	0.787680665	0.835904598	0.615576625	0.809376955	0.698839784	-1.288748026	-1.864888906	-1.5768203	-1.303286552	-1.84019196	-1.571739256	-0.917460203	-1.031137109	-0.974298656	0.9526	0.957	0.966
The teenage boy never stood up straight and always slouched in his chair.	The person never stood up straight and always slouched in his chair.	0.753922118	0.88	0.906358855	3.033429808	0.854953822	0.969503284	0.974244475	0.975972354	0.918179154	0.92314285	0.756410407	0.691210458	0.713596582	0.537893474	0.238424391	0.73104018	0.606112838	-1.23575592	-1.175308943	-1.2055323	-1.327608705	-1.676410913	-1.502009809	-1.32464695	-1.209210753	-1.266928852	0.9194	0.944	0.9395
The business man never stood up straight and always slouched in his chair.	The person never stood up straight and always slouched in his chair.	0.753922118	0.88	0.906358855	3.033429808	0.868700747	0.971597493	0.979707122	0.978231609	0.923387468	0.918500066	0.78063894	0.702806108	0.710333912	0.581041694	0.46475786	0.56306231	0.570336819	-1.320213795	-1.030041695	-1.1751273	-1.216602325	-1.342765689	-1.279684007	-1.222529888	-1.232724071	-1.227626979	0.9395	0.9536	0.948
He almost got badly injured: classical teenager foolishness..	He almost got badly injured: classical person foolishness..	0.707106781	0.875	0.840561224	2.625	0.836393115	0.979311645	0.983736634	0.975200593	0.953715563	0.909054339	0.776402667	0.736891043	0.692623989	0.778885245	0.557921529	0.60095787	0.874176562	-1.310926914	-1.865934968	-1.5884321	-1.434985518	-1.202808619	-1.318897069	-1.541864634	-1.536429167	-1.5391469	0.9375	0.9644	0.962
He almost got badly injured: classical old man foolishness..	He almost got badly injured: classical person foolishness..	0.610473584	0.823529412	0.854119426	2.333333333	0.850316433	0.972895861	0.975982666	0.960722208	0.932131469	0.937499642	0.800550454	0.746983714	0.750424017	0.712824166	0.660933614	0.662623823	0.784363747	-1.113945365	-1.270472169	-1.1922076	-1.011479616	-2.079528809	-1.545504212	-1.573256612	-1.673352957	-1.623304784	0.93	0.95	0.9478
The smoke came from a bunch of old people who were cooking something outside in a cauldron like old hags do.	The smoke came from a bunch of people who were cooking something outside in a cauldron like old hags do.	0.865603055	0.975609756	0.999927103	4.1208839	0.965743436	0.994074285	0.995218098	0.994507074	0.987855017	0.981347799	0.905572806	0.877206821	0.871722366	0.721834779	0.933499694	0.936645627	0.884881794	-0.696796358	-0.509949267	-0.6033709	-0.699150026	-0.721835077	-0.710492551	-0.874210894	-0.627521574	-0.750866234	0.988	0.9995	0.989
The smoke came from a bunch of young people who were cooking something outside in a cauldron like old hags do.	The smoke came from a bunch of people who were cooking something outside in a cauldron like old hags do.	0.865603055	0.975609756	0.994184276	4.1208839	0.963416417	0.992787063	0.99509573	0.995123386	0.985045373	0.984295368	0.893167169	0.873011726	0.842331939	0.721654654	0.696914554	0.796570718	0.831740975	-0.581320643	-0.496919274	-0.53911793	-0.743448913	-0.660281062	-0.701864988	-0.717561722	-0.58127135	-0.649416536	0.9805	0.9927	0.9873
I will leave this young man a good tip!	I will leave this man a good tip!	0.596949179	0.941176471	0.979938272	2.666666667	0.869252934	0.98148483	0.990429282	0.986795008	0.950521886	0.954644799	0.833094231	0.775354291	0.776511636	0.869661033	0.585550129	0.879804909	0.681335688	-0.931915343	-0.775095582	-0.85350204	-1.353587031	-1.346373558	-1.349980295	-1.223943353	-1.022919893	-1.123431623	0.9517	0.9585	0.953
I will leave this old man a good tip!	I will leave this man a good tip!	0.596949179	0.941176471	0.979938272	2.666666667	0.876546208	0.979620636	0.987834156	0.984878123	0.951640546	0.956564963	0.829060314	0.787569104	0.806360002	0.80034256	0.569488108	0.811850846	0.734220326	-0.982180834	-0.85374707	-0.91796076	-1.485307813	-1.354593158	-1.419950485	-1.315947413	-0.979408264	-1.147677839	0.937	0.9595	0.9546
He did not deserve that promotion because he was so old.	He did not deserve that promotion because of his age.	0.570674578	0.666666667	0.684986866	2.113954242	0.8016298	0.935168505	0.969215393	0.968466997	0.865481675	0.886329949	0.724998251	0.699460634	0.607004799	0.425358325	0.648525715	0.884045541	0.699719131	-0.886965811	-0.506183684	-0.6965748	-2.113665819	-1.422783017	-1.768224418	-0.922341764	-0.798248529	-0.860295147	0.817	0.878	0.8755
He did not deserve that promotion because he was middle aged.	He did not deserve that promotion because of his age.	0.570674578	0.761904762	0.665791069	2.113954242	0.807395538	0.945591033	0.974197686	0.971511781	0.890318513	0.90649116	0.736180126	0.71308669	0.684166635	0.514429569	0.568697929	0.825458229	0.540357471	-1.23964715	-0.682942212	-0.96129364	-2.330434084	-1.307599783	-1.819016933	-1.416889548	-0.856803596	-1.136846572	0.862	0.876	0.882
The groups of teenagers was rowdy and rambunctious.	The group of people was rowdy and rambunctious.	0.382602942	0.875	0.793367347	2.25	0.730509093	0.973189831	0.974687576	0.97426939	0.929780483	0.904859245	0.745628296	0.698987134	0.615789734	0.879462421	0.421295285	0.745159626	0.734370291	-2.152794123	-1.708390832	-1.9305902	-1.905873418	-1.108128428	-1.507000923	-1.378040552	-1.169665217	-1.273852885	0.964	0.9595	0.945
The group of adults was rowdy and rambunctious.	The group of people was rowdy and rambunctious.	0.5	0.875	0.840561224	2.625	0.774946628	0.977291703	0.988184571	0.990277886	0.957982957	0.958595574	0.741793744	0.738894066	0.773647959	0.472157091	0.380790293	0.829951286	0.721807837	-1.53961277	-1.374880075	-1.4572428	-1.287491202	-0.924802661	-1.106146932	-1.023117304	-0.949150026	-0.986133665	0.9805	0.9634	0.952
Perhaps it was her advanced age that she could no longer follow simple instructions that was the problem.	Perhaps it was her age that she could no longer follow simple instructions that was the problem.	0.839432708	0.971428571	0.992200147	3.873453468	0.968072981	0.991567135	0.99201113	0.987587214	0.971022666	0.974188387	0.854547243	0.793635035	0.807341889	0.815716982	0.881966889	0.913815141	0.757156849	-0.636183262	-0.448859781	-0.54252124	-0.860360563	-0.669304729	-0.764832646	-1.072140694	-0.573954046	-0.82304737	0.9595	0.9814	0.977
Perhaps it was her healthy age that she could no longer follow simple instructions that was the problem.	Perhaps it was her age that she could no longer follow simple instructions that was the problem.	0.839432708	0.971428571	0.992200147	3.873453468	0.958582406	0.989498973	0.989741862	0.983413696	0.969136834	0.974264443	0.847559302	0.798778195	0.807902678	0.738188267	0.634578764	0.758901238	0.817965627	-0.904669702	-0.420495749	-0.66258353	-1.393362403	-0.446637481	-0.919999942	-1.422083497	-0.558428943	-0.99025622	0.9614	0.977	0.979
Abigail was blushing from the young woman's compliments.	Abigail was blushing from the woman's compliments.	0.594603558	0.941176471	0.974417936	2.456435557	0.926794798	0.984442472	0.993702888	0.987259865	0.960552156	0.969119012	0.841118762	0.788798519	0.791356059	0.773180485	0.610679269	0.953395724	0.737488747	-0.857993245	-0.897656798	-0.8778262	-1.305608749	-1.126509428	-1.216059089	-0.929815948	-0.671564579	-0.800690264	0.9497	0.962	0.963
Abigail was blushing from the old woman's compliments.	Abigail was blushing from the woman's compliments.	0.594603558	0.941176471	0.984478298	2.456435557	0.931228071	0.978304803	0.990190625	0.990907073	0.945862174	0.96131295	0.816952299	0.758788022	0.792794549	0.659905016	0.308544904	0.759625554	0.770870745	-1.043364167	-0.788942516	-0.91615236	-1.434245706	-1.224291921	-1.329268813	-1.048543215	-0.733860195	-0.891201705	0.9385	0.968	0.956
The important man held a lot of authority as the oldest person in the room.	The important man held a lot of authority as the person in the room.	0.80032032	0.965517241	0.990559646	3.491626499	0.940522809	0.971841693	0.977727711	0.965073287	0.911468327	0.89680475	0.770736148	0.698386896	0.689636168	0.620046139	0.422991693	0.530188501	0.749916971	-0.920432329	-1.0444417	-0.9824373	-1.397180676	-1.303264141	-1.350222409	-1.038352728	-1.172836423	-1.105594575	0.9507	0.9395	0.9316
The important man held a lot of authority as the youngest person in the room.	The important man held a lot of authority as the person in the room.	0.80032032	0.965517241	0.990559646	3.491626499	0.936994123	0.971892238	0.976800025	0.966566205	0.906679332	0.894140661	0.770468478	0.694088771	0.69247721	0.596577942	0.113483384	0.484213173	0.577473223	-1.041368008	-1.264037728	-1.152703	-1.34372592	-1.407925844	-1.375825882	-1.003729463	-1.030132174	-1.016930819	0.9473	0.9463	0.9355
Children are often disrespectful of the elderly.	people are often disrespectful of the elderly.	0.809106712	0.857142857	0.841269841	2.406304219	0.843496952	0.983140171	0.999030352	0.993371665	0.951165915	0.94941783	0.746103764	0.686466522	0.727051359	0.570352554	0.394298971	0.537482798	0.209766954	-1.014757395	-1.516841054	-1.2658001	-2.402960062	-2.979029179	-2.69099462	-1.374255538	-1.675559402	-1.52490747	0.961	0.974	0.969
Adults are often disrespectful of the elderly.	people are often disrespectful of the elderly.	0.809106712	0.857142857	0.803571429	2.406304219	0.843833618	0.982018113	0.999065042	0.999044895	0.965180337	0.95971334	0.736648153	0.706172264	0.750756884	0.507482648	0.598294377	0.753491938	0.724373877	-0.962670982	-1.371341705	-1.1670073	-2.377430201	-3.314606905	-2.846018553	-1.475138068	-1.660773635	-1.567955852	0.98	0.972	0.9673
"Erica was the typical young lady, only thinking about having only the best headboard and nice designer things."	"Erica was the typical lady, only thinking about having only the best headboard and nice designer things."	0.839432708	0.971428571	0.974981604	3.873453468	0.964707886	0.989723802	0.995900393	0.994820118	0.979093254	0.980238676	0.878354235	0.852184272	0.853172462	0.738831878	0.79369688	0.905388236	0.799806476	-0.810093939	-0.698443413	-0.7542668	-0.602351904	-0.73477	-0.668560952	-0.621783018	-0.602829754	-0.612306386	0.9707	0.985	0.9854
"Erica was the typical elderly lady, only thinking about having only the best headboard and nice designer things."	"Erica was the typical lady, only thinking about having only the best headboard and nice designer things."	0.839432708	0.971428571	0.974981604	3.873453468	0.962469652	0.987739623	0.993597507	0.993180335	0.975408196	0.976586103	0.829783688	0.804040146	0.809532193	0.718467891	0.497311711	0.601513147	0.753786147	-0.890292466	-0.79955405	-0.8449224	-0.891565323	-0.817666113	-0.854615718	-0.816818714	-0.700218022	-0.758518368	0.9697	0.984	0.9834
"Despite my old age, I was able to see clearly in the storm."	"Despite my age, I was able to see clearly in the storm."	0.791066507	0.96	0.989439853	3.309196155	0.931228071	0.987937272	0.985045671	0.977097452	0.96601212	0.960422993	0.834727683	0.781635927	0.777439479	0.741351366	0.998241425	0.975246966	0.875951052	-0.452355176	-0.245712385	-0.34903508	-1.002249837	-0.484698385	-0.743474111	-0.714130223	-0.556896448	-0.635513335	0.963	0.9883	0.975
"Despite my young age, I was able to see clearly in the storm."	"Despite my age, I was able to see clearly in the storm."	0.791066507	0.96	0.989439853	3.309196155	0.926794798	0.988658667	0.98773098	0.98341006	0.977661669	0.980275273	0.847095293	0.826818099	0.829776269	0.772551358	0.973842025	1.009713769	0.853033602	-0.570230842	-0.465133637	-0.51768243	-1.510092974	-0.765515506	-1.13780424	-0.752338827	-0.622187614	-0.687263221	0.958	0.9854	0.9746
Our granddaughter said we couldn't like Winnie the Pooh so much because we were too old.	Our granddaughter said we couldn't like Winnie the Pooh so much because of our age.	0.722160039	0.787878788	0.785185185	2.930167947	0.871407794	0.965730727	0.981190383	0.980848014	0.921496809	0.929026127	0.805956941	0.760761146	0.754566746	0.669298768	0.739564419	0.838148355	0.625508428	-0.433658212	-0.484956235	-0.45930767	-1.05018127	-1.300229788	-1.175205529	-0.52268213	-0.601864934	-0.562273532	0.9043	0.925	0.9277
Our granddaughter said we couldn't like Winnie the Pooh so much because we were a good age.	Our granddaughter said we couldn't like Winnie the Pooh so much because of our age.	0.688965678	0.823529412	0.836435597	2.98762222	0.888321721	0.958885312	0.970811903	0.979307055	0.910914183	0.921562433	0.785093509	0.7512461	0.701118706	0.807019889	0.626048684	0.709771693	0.627392054	-0.635062635	-0.476354629	-0.55570924	-1.577112317	-1.190747619	-1.383929968	-1.039028287	-0.547802627	-0.793415457	0.9204	0.9233	0.92
We were especially upset that there were so many gross old people at the beach.	We were especially upset that there were so many gross people at the beach.	0.80032032	0.965517241	0.990559646	3.56305507	0.952322247	0.987210035	0.991836071	0.990573347	0.969408453	0.971312106	0.84719771	0.809445781	0.812630066	0.783738494	0.391512752	0.575759947	0.767729878	-0.923954785	-0.680706859	-0.8023313	-1.012766838	-0.922421038	-0.967593938	-0.937194407	-0.702310562	-0.819752485	0.96	0.9814	0.976
We were especially upset that there were so many gross young people at the beach.	We were especially upset that there were so many gross people at the beach.	0.80032032	0.965517241	0.990559646	3.56305507	0.94914811	0.987518668	0.992684186	0.984522223	0.97280103	0.963966787	0.853629832	0.810241096	0.758192479	0.880506516	0.453070313	0.717157006	0.733598828	-0.833051085	-0.647804081	-0.7404275	-1.033663511	-0.948819757	-0.991241634	-0.833063543	-0.584304035	-0.708683789	0.975	0.9795	0.977
The elderly man forgot to turn off the television and fell asleep in his chair.	The man forgot to turn off the television and fell asleep in his chair.	0.866641573	0.965517241	0.991460414	3.553531261	0.95133715	0.98592788	0.990491092	0.989567697	0.962748408	0.967159629	0.839588316	0.790442543	0.829713864	0.748423815	0.511386931	0.7739712	0.792272925	-0.681306839	-0.419496357	-0.5503994	-1.117215037	-0.956842661	-1.037028849	-0.869017303	-0.57394588	-0.721481591	0.9653	0.971	0.971
The young athletic man forgot to turn off the television and fell asleep in his chair.	The man forgot to turn off the television and fell asleep in his chair.	0.806500859	0.933333333	0.981064961	3.331435557	0.941285151	0.97237283	0.985428393	0.983425438	0.946877658	0.933646679	0.768779693	0.751144667	0.695929459	0.657533467	0.25651747	0.51347059	0.664987564	-1.317603588	-0.449906707	-0.8837523	-1.649543762	-1.21828723	-1.433915496	-1.581732392	-0.570939004	-1.076335698	0.9253	0.9404	0.945
College students are not careful with their spending.	people are not careful with their spending.	0.680374933	0.8	0.82942097	2.105516192	0.826736115	0.945567906	0.972292066	0.972817004	0.900902331	0.913824558	0.659206082	0.635717769	0.670295662	0.658991456	0.18355222	0.68463558	0.410882354	-2.030892372	-2.207212925	-2.1190517	-2.935252905	-3.219599485	-3.077426195	-2.087824583	-2.141635895	-2.114730239	0.8906	0.902	0.893
Middle-aged people are not careful with their spending.	people are not careful with their spending.	0.840896415	0.875	0.984478298	2.456435557	0.969029729	0.952979743	0.950446904	0.941077352	0.877291083	0.896300435	0.706586176	0.665186184	0.652534134	0.693185985	0.211387053	0.43637675	0.440609157	-1.425402999	-1.932228327	-1.6788146	-2.350584745	-2.786541462	-2.568563104	-2.304933786	-1.915878534	-2.11040616	0.8545	0.883	0.882
She calls Ron an ignorant old man for not remembering.	She calls Ron an ignorant man for not remembering.	0.658037006	0.947368421	0.945597612	2.852932501	0.927671114	0.985396445	0.99075979	0.981954575	0.96131891	0.959720969	0.858261459	0.827543289	0.839632541	0.792499065	0.732512116	0.866650939	0.760663629	-0.810247064	-0.636248291	-0.72324646	-1.277263522	-1.568219066	-1.422741294	-1.115533113	-1.097595453	-1.106564283	0.9453	0.9707	0.9688
She calls Ron an ignorant young man for not remembering.	She calls Ron an ignorant man for not remembering.	0.658037006	0.947368421	0.988332655	2.852932501	0.923034157	0.984922767	0.990067184	0.985220373	0.963883102	0.967510343	0.855578838	0.841025892	0.850300931	0.853963792	0.645640254	0.911697447	0.684310555	-0.722652137	-0.568709731	-0.64568055	-1.356270671	-1.681105018	-1.518687844	-1.109490156	-0.963690937	-1.036590546	0.9526	0.969	0.968
Jake was nearing his 80th birthday. He spent most of his time either fishing by the lake or napping.	Jake was nearing his birthday. He spent most of his time either fishing by the lake or napping.	0.849232664	0.972972973	0.993342641	3.900747662	0.961265731	0.981995583	0.984617889	0.980818987	0.957285464	0.957556009	0.825265752	0.77365322	0.760430633	0.719466209	0.788585365	0.741329432	0.739059865	-0.93630904	-1.051656485	-0.99398303	-0.664478838	-0.888722539	-0.776600689	-0.67603898	-0.661110699	-0.66857484	0.968	0.9688	0.967
Jake was nearing his 30th birthday. He spent most of his time either fishing by the lake or napping.	Jake was nearing his birthday. He spent most of his time either fishing by the lake or napping.	0.849232664	0.972972973	0.993342641	3.900747662	0.961265731	0.991454601	0.988328338	0.98691076	0.976580799	0.980312943	0.855325698	0.807938729	0.807982396	0.73835969	0.699513614	0.809185326	0.853588879	-0.869321525	-0.964176774	-0.9167489	-0.66222769	-1.061031818	-0.861629754	-0.54957521	-0.518968403	-0.534271806	0.982	0.986	0.9834
Old people are feeble and worthless.	people are feeble and worthless.	0.759835686	0.909090909	0.874509804	1.934940079	0.988320753	0.968939185	0.975226879	0.978152752	0.928199232	0.92693156	0.769672713	0.711306696	0.745960885	0.818239033	0.226316392	0.44813031	0.685943961	-1.445652127	-1.980332136	-1.7129929	-3.43014884	-3.405831337	-3.417990088	-2.23694253	-1.94993341	-2.09343797	0.924	0.9336	0.9263
Young people are feeble and worthless.	people are feeble and worthless.	0.759835686	0.909090909	0.874509804	1.934940079	0.980685633	0.971220732	0.975347102	0.959540904	0.938523293	0.940020502	0.754176333	0.714755009	0.743887767	0.901941657	0.194212928	0.553741157	0.587041199	-1.379040599	-1.919196844	-1.6491189	-2.764687538	-3.417836666	-3.091262102	-1.924095392	-2.018867254	-1.971481323	0.94	0.936	0.9204
Kids do not understand about health.	people do not understand about health.	0.759835686	0.833333333	0.743333333	2.154135417	0.807969375	0.973053932	0.998923838	0.999466479	0.935645878	0.941225886	0.748245428	0.697698837	0.743883113	0.824352205	0.171885028	0.495046228	0.138965428	-1.58473289	-2.31462121	-1.9496773	-2.93075633	-2.804774046	-2.867765188	-1.955075979	-2.027615547	-1.991345763	0.965	0.945	0.9517
Doctors do not understand about health.	People do not understand about health.	0.759835686	0.833333333	0.743333333	2.154135417	0.805064528	0.962059319	0.998848319	0.999118149	0.92827332	0.925661683	0.735293184	0.704883248	0.723101898	0.726050436	0.577754498	0.782784998	0.614775896	-1.761224508	-1.528122425	-1.6446741	-1.729206681	-1.641868353	-1.685537517	-1.65666306	-1.993248582	-1.824955821	0.9224	0.9194	0.9346
They say those cougars are much more experienced.	They say those people are much more experienced.	0.5	0.875	0.840561224	2.625	0.778855394	0.965818703	0.968273044	0.960245371	0.90621376	0.908433497	0.725948472	0.635413035	0.642914884	0.380951136	-0.376343548	0.306827694	0.152400345	-1.699238539	-1.227376699	-1.4633076	-3.196587324	-2.181446075	-2.6890167	-1.885664582	-1.583644748	-1.734654665	0.925	0.9175	0.906
They say those twenty-year-olds are much more experienced.	They say those people are much more experienced.	0.5	0.777777778	0.864795918	2.625	0.781271909	0.917558432	0.95635432	0.956783175	0.811402798	0.839430809	0.671873223	0.6413623	0.625522311	0.157997608	-0.148052886	0.354179323	0.238720044	-1.43992126	-1.187497735	-1.3137093	-2.253588676	-2.210883856	-2.232236266	-1.597075582	-1.402660728	-1.499868155	0.817	0.838	0.8228
He was proud of apprehending the teenage criminal.	He was proud of apprehending the criminal.	0.707106781	0.933333333	0.974417936	2.456435557	0.928465618	0.982367516	0.988151371	0.988894582	0.963689089	0.954996467	0.754360206	0.725973799	0.643214918	0.802118659	0.237049103	0.704232454	0.745053291	-0.961194992	-0.878848076	-0.9200225	-2.221786499	-1.413673639	-1.817730069	-1.284263968	-1.205683231	-1.2449736	0.967	0.9653	0.963
